po_number,po_item,company_code,plant,creation_date,cost_center_wbs,func_area,func_area_txt
4805011678,20,2000,1000,20191213,1015381,15,EHSS
4805011679,50,1000,4100,20231119,1028492,28,SS Global Procurement
4805011679,80,4100,1031,20191213,1017603,17,Technology & Innovation
4805011680,30,3000,3200,20210401,1027714,27,Manufacturing Support
4509005191,80,1000,1100,20260402,1025386,25,Human Resources
4805011682,10,1000,3200,20230823,1012036,12,Information Technology
4805011682,40,4100,1100,20181113,1009147,9,Executive Office
4805011683,70,3000,3200,20180113,1017258,17,Technology & Innovation
4805011684,20,2000,4100,20260305,1015369,15,EHSS
4509005193,50,2000,1033,20210209,1025571,25,Human Resources
4805011685,80,4100,1031,20180918,1035591,35,Sales & Marketing
4805011686,30,3000,2100,20241221,1028702,28,SS Global Procurement
4805011687,60,2000,1031,20240720,1025813,25,Human Resources
4805011688,10,1000,3200,20260111,1025024,25,Human Resources
4509005195,20,3000,3200,20260112,1012756,12,Information Technology
4805011689,70,3000,1031,20221002,1027246,27,Manufacturing Support
4805011690,20,2000,2100,20210127,1012357,12,Information Technology
4805011691,50,1000,4100,20200717,1023468,23,Corporate Affairs
4805011691,80,4100,4100,20210820,1028579,28,SS Global Procurement
4509005196,70,4100,10M2,20240805,1027041,27,Manufacturing Support
4805011693,60,2000,1033,20241018,1035801,35,Sales & Marketing
4805011694,10,1000,1031,20220922,1023012,23,Corporate Affairs
4805011694,40,4100,1000,20230723,1030123,30,Digitization
4805011695,70,3000,1033,20170116,1020234,20,Legal
4509005198,40,1000,1000,20181201,1035226,35,Sales & Marketing
4805011697,50,1000,1100,20220818,1035456,35,Sales & Marketing
4805011697,80,4100,3200,20191222,1028567,28,SS Global Procurement
4805011698,30,3000,1031,20230426,1012678,12,Information Technology
4805011699,60,2000,1031,20170605,1030789,30,Digitization
4509005200,10,2000,1000,20170907,1028411,28,SS Global Procurement
4805011700,40,4100,1031,20210924,1025111,25,Human Resources
4805011701,70,3000,1000,20220821,1014222,14,SS Facility Mgt
4805011702,20,2000,1031,20241108,1015333,15,EHSS
4805011703,50,1000,1100,20240504,1027781,23,Corporate Affairs
4509005201,60,3000,2100,20220726,1023596,23,Corporate Affairs
4805011704,30,3000,1000,20260918,1028666,28,SS Global Procurement
4805011705,60,2000,3200,20190210,1020777,20,Legal
4805011706,10,1000,1033,20260921,1009888,9,Executive Office
4805011706,40,4100,1031,20240406,1012099,12,Information Technology
4509005203,30,4100,3200,20230927,1023781,23,Corporate Affairs
4805011708,20,2000,1000,20210728,1025321,25,Human Resources
4805011709,50,1000,1100,20170709,1009432,9,Executive Office
4805011709,80,4100,4100,20170725,1027543,27,Manufacturing Support
4805011710,30,3000,3200,20220712,1017654,17,Technology & Innovation
4509005205,80,1000,2100,20260908,1010066,10,Finance
4805011712,10,1000,1033,20191227,1028876,28,SS Global Procurement
4805011712,40,4100,1033,20201123,1015272,9,Executive Office
4805011713,70,3000,10M1,20230425,1030198,30,Digitization
4805011714,20,2000,10M2,20180604,1025309,25,Human Resources
4509005206,50,2000,1033,20170206,1023251,23,Corporate Affairs
4805011715,80,4100,1033,20190719,1027531,27,Manufacturing Support
4805011716,30,3000,1100,20240202,1014642,14,SS Facility Mgt
4805011717,60,2000,1100,20260205,1028753,28,SS Global Procurement
4805011718,10,1000,1031,20201120,1017864,17,Technology & Innovation
4509005208,20,3000,1000,20190709,1020436,20,Legal
4805011719,70,3000,10M1,20180917,1027186,27,Manufacturing Support
4805011720,20,2000,3200,20220401,1010297,10,Finance
4805011721,50,1000,2100,20250722,1017408,17,Technology & Innovation
4805011721,80,4100,3200,20220805,1014519,14,SS Facility Mgt
4509005210,70,4100,2100,20211218,1012621,12,Information Technology
4805011723,60,2000,3200,20190127,1012741,12,Information Technology
4805011724,10,1000,2100,20230923,1025852,25,Human Resources
4805011724,40,4100,3200,20250710,1020063,20,Legal
4805011725,70,3000,1000,20170520,1015174,15,EHSS
4509005211,40,1000,1031,20170115,1020806,20,Legal
4805011727,50,1000,1100,20170309,1010396,10,Finance
4805011727,80,4100,1000,20211126,1030507,30,Digitization
4805011728,30,3000,10M1,20181226,1020618,20,Legal
4805011729,60,2000,1033,20180821,1027729,27,Manufacturing Support
4509005213,10,2000,1000,20240121,1012091,12,Information Technology
4805011730,40,4100,3200,20221008,1014051,14,SS Facility Mgt
4805011731,70,3000,3200,20240310,1012162,12,Information Technology
4805011732,20,2000,1100,20261010,1032273,32,Supply Chain
4805011733,50,1000,2100,20170918,1032384,32,Supply Chain
4509005215,60,3000,1031,20210314,1015276,15,EHSS
4805011734,30,3000,2100,20211115,1028606,28,SS Global Procurement
4805011735,60,2000,1100,20230301,1014717,14,SS Facility Mgt
4805011736,10,1000,1000,20210206,1009828,9,Executive Office
4805011736,40,4100,3200,20230702,1014039,14,SS Facility Mgt
4509005216,30,4100,1031,20180325,1030461,30,Digitization
4805011738,20,2000,3200,20231211,1009261,9,Executive Office
4805011739,50,1000,10M1,20170814,1027372,27,Manufacturing Support
4805011739,80,4100,1000,20220909,1012483,12,Information Technology
4805011740,30,3000,10M1,20190925,1014594,14,SS Facility Mgt
4509005218,80,1000,2100,20190316,1027646,27,Manufacturing Support
4805011742,10,1000,3200,20190920,1030816,30,Digitization
4805011742,40,4100,2100,20190718,1028027,28,SS Global Procurement
4805011743,70,3000,2100,20231025,1020138,20,Legal
4805011744,20,2000,1033,20250709,1015249,15,EHSS
4509005220,50,2000,1100,20250222,1023831,23,Corporate Affairs
4805011745,80,4100,1000,20210414,1012471,12,Information Technology
4805011746,30,3000,1000,20230810,1025582,25,Human Resources
4805011747,60,2000,1100,20240412,1012693,12,Information Technology
4805011748,10,1000,4100,20250618,1012804,12,Information Technology
4509005221,20,3000,1031,20260714,1030116,30,Digitization
4805011749,70,3000,1031,20180604,1028126,28,SS Global Procurement
4805011750,20,2000,1100,20170721,1015237,15,EHSS
4805011751,50,1000,1100,20230821,1032348,32,Supply Chain
4805011751,80,4100,10M1,20181207,1032459,32,Supply Chain
4509005223,70,4100,10M2,20190606,1010301,10,Finance
4805011753,60,2000,1000,20211211,1010681,10,Finance
4805011754,10,1000,10M2,20210524,1014792,14,SS Facility Mgt
4805011754,40,4100,10M2,20240814,1035003,35,Sales & Marketing
4805011755,70,3000,1100,20180808,1028114,28,SS Global Procurement
4509005225,40,1000,4100,20190601,1028486,28,SS Global Procurement
4805011757,50,1000,4100,20240208,1015336,15,EHSS
4805011757,80,4100,3200,20171105,1010447,10,Finance
4805011758,30,3000,10M2,20250225,1027558,27,Manufacturing Support
4805011759,60,2000,10M2,20251107,1028669,28,SS Global Procurement
4509005226,10,2000,10M1,20201204,1025671,25,Human Resources
4805011760,40,4100,1100,20260408,1020891,20,Legal
4805011761,70,3000,1000,20170606,1027102,27,Manufacturing Support
4805011762,20,2000,1100,20240513,1028213,28,SS Global Procurement
4805011763,50,1000,1031,20181209,1027324,27,Manufacturing Support
4509005228,60,3000,1100,20231006,1009856,9,Executive Office
4805011764,30,3000,1000,20170402,1012546,12,Information Technology
4805011765,60,2000,4100,20250223,1010252,23,Corporate Affairs
4805011766,10,1000,10M1,20210420,1035768,35,Sales & Marketing
4805011766,40,4100,10M1,20200806,1028879,28,SS Global Procurement
4509005230,30,4100,1033,20250425,1032141,32,Supply Chain
4805011768,20,2000,1100,20250406,1027201,27,Manufacturing Support
4805011769,50,1000,2100,20240828,1012312,12,Information Technology
4805011769,80,4100,10M2,20190603,1009423,9,Executive Office
4805011770,30,3000,1100,20180815,1030534,30,Digitization
4509005231,80,1000,3200,20211104,1012326,12,Information Technology
4805011772,10,1000,1031,20250703,1015756,15,EHSS
4805011772,40,4100,10M2,20190120,1012867,12,Information Technology
4805011773,70,3000,1033,20200803,1027078,27,Manufacturing Support
4805011774,20,2000,1000,20261124,1010189,10,Finance
4509005233,50,2000,1000,20260106,1027511,27,Manufacturing Support
4805011775,80,4100,3200,20221101,1012411,12,Information Technology
4805011776,30,3000,1033,20200806,1028522,28,SS Global Procurement
4805011777,60,2000,10M2,20170725,1032633,32,Supply Chain
4805011778,10,1000,2100,20180303,1027744,27,Manufacturing Support
4509005235,20,3000,4100,20241112,1010696,10,Finance
4805011779,70,3000,1000,20170223,1027066,27,Manufacturing Support
4805011780,20,2000,3200,20210315,1015177,15,EHSS
4805011781,50,1000,10M1,20180926,1012288,12,Information Technology
4805011781,80,4100,1031,20250816,1012399,12,Information Technology
4509005236,70,4100,1100,20221107,1015881,15,EHSS
4805011783,60,2000,2100,20260727,1027621,27,Manufacturing Support
4805011784,10,1000,3200,20200903,1027732,27,Manufacturing Support
4805011784,40,4100,10M2,20180606,1030843,30,Digitization
4805011785,70,3000,3200,20171004,1035239,30,Digitization
4509005238,40,1000,1033,20200928,1012166,12,Information Technology
4805011787,50,1000,1100,20201016,1010276,10,Finance
4805011787,80,4100,3200,20191111,1027387,27,Manufacturing Support
4805011788,30,3000,2100,20190910,1020498,20,Legal
4805011789,60,2000,2100,20220723,1012609,12,Information Technology
4509005240,10,2000,1033,20170613,1027351,27,Manufacturing Support
4805011790,40,4100,3200,20261009,1027831,27,Manufacturing Support
4805011791,70,3000,1000,20230314,1015042,15,EHSS
4805011792,20,2000,1031,20240609,1012153,12,Information Technology
4805011793,50,1000,1000,20220124,1017264,17,Technology & Innovation
4509005241,60,3000,2100,20231028,1030536,30,Digitization
4805011794,30,3000,1033,20241117,1035486,35,Sales & Marketing
4805011795,60,2000,1033,20230125,1035597,35,Sales & Marketing
4805011796,10,1000,10M2,20240225,1015708,15,EHSS
4805011796,40,4100,10M1,20170804,1027819,27,Manufacturing Support
4509005243,30,4100,1100,20230217,1028721,28,SS Global Procurement
4805011798,20,2000,1000,20250214,1035141,35,Sales & Marketing
4805011799,50,1000,10M1,20180511,1030252,30,Digitization
4805011799,80,4100,1100,20250226,1010363,10,Finance
4805011800,30,3000,1000,20240414,1028474,28,SS Global Procurement
4509005245,80,1000,1031,20220318,1010006,10,Finance
4805011802,10,1000,1031,20181212,1032696,32,Supply Chain
4805011802,40,4100,2100,20250613,1012807,12,Information Technology
4805011803,70,3000,1031,20180206,1025018,25,Human Resources
4805011804,20,2000,4100,20181011,1027129,27,Manufacturing Support
4509005246,50,2000,10M2,20261224,1017191,17,Technology & Innovation
4805011805,80,4100,4100,20210323,1012351,12,Information Technology
4805011806,30,3000,10M2,20191006,1028462,28,SS Global Procurement
4805011807,60,2000,10M1,20261214,1027573,27,Manufacturing Support
4805011808,10,1000,2100,20260912,1028684,28,SS Global Procurement
4509005248,20,3000,1000,20260804,1030376,30,Digitization
4805011809,70,3000,10M2,20221116,1015006,15,EHSS
4805011810,20,2000,4100,20191223,1023117,23,Corporate Affairs
4805011811,50,1000,10M1,20191115,1009228,9,Executive Office
4805011811,80,4100,4100,20220615,1015339,15,EHSS
4509005250,70,4100,1100,20190603,1012561,12,Information Technology
4805011813,60,2000,1033,20260615,1030561,30,Digitization
4805011814,10,1000,1031,20230508,1012672,12,Information Technology
4805011814,40,4100,2100,20220510,1010783,10,Finance
4805011815,70,3000,1031,20210916,1009894,9,Executive Office
4509005251,40,1000,1100,20171114,1010746,10,Finance
4805011817,50,1000,1100,20171212,1027216,27,Manufacturing Support
4805011817,80,4100,10M1,20250624,1020327,20,Legal
4805011818,30,3000,3200,20210108,1020438,20,Legal
4805011819,60,2000,3200,20220117,1028549,28,SS Global Procurement
4509005253,10,2000,3200,20250120,1028031,28,SS Global Procurement
4805011820,40,4100,1033,20190618,1014771,14,SS Facility Mgt
4805011821,70,3000,2100,20260609,1035882,35,Sales & Marketing
4805011822,20,2000,1000,20200416,1012093,12,Information Technology
4805011823,50,1000,2100,20211025,1025204,25,Human Resources
4509005255,60,3000,4100,20200226,1025216,25,Human Resources
4805011824,30,3000,2100,20240723,1025426,25,Human Resources
4805011825,60,2000,3200,20240106,1017537,17,Technology & Innovation
4805011826,10,1000,1100,20180914,1012648,12,Information Technology
4805011826,40,4100,10M1,20180223,1027759,27,Manufacturing Support
4509005256,30,4100,1031,20221119,1009623,35,Sales & Marketing
4805011828,20,2000,1000,20230619,1030081,30,Digitization
4805011829,50,1000,4100,20191114,1030192,30,Digitization
4805011829,80,4100,3200,20261111,1028303,28,SS Global Procurement
4805011830,30,3000,10M2,20240928,1012414,12,Information Technology
4509005258,80,1000,10M2,20170907,1035586,35,Sales & Marketing
4805011832,10,1000,1031,20220510,1028636,28,SS Global Procurement
4805011832,40,4100,3200,20200625,1015747,15,EHSS
4805011833,70,3000,3200,20191016,1030858,30,Digitization
4805011834,20,2000,1033,20211224,1015069,15,EHSS
4509005260,50,2000,10M1,20250520,1023771,23,Corporate Affairs
4805011835,80,4100,4100,20201107,1027291,27,Manufacturing Support
4805011836,30,3000,,20250122,1027402,27,Manufacturing Support
4805011837,60,2000,1100,20170316,1017513,17,Technology & Innovation
4805011838,10,1000,1000,20200904,1023624,23,Corporate Affairs
4509005261,20,3000,4100,20220704,1027056,27,Manufacturing Support
4805011839,70,3000,1033,20211228,1032846,32,Supply Chain
4805011840,20,2000,2100,20260608,1025057,25,Human Resources
4805011841,50,1000,10M1,20200518,1023168,23,Corporate Affairs
4805011841,80,4100,10M2,20231124,1030279,30,Digitization
4509005263,70,4100,1000,20260717,1032241,32,Supply Chain
4805011843,60,2000,1100,20230702,1030501,30,Digitization
4805011844,10,1000,1000,20190705,1009612,9,Executive Office
4805011844,40,4100,1100,20170420,1028723,28,SS Global Procurement
4805011845,70,3000,10M1,20261211,1027834,27,Manufacturing Support
4509005265,40,1000,10M1,20220910,1025426,25,Human Resources
4805011847,50,1000,1100,20170208,1012156,12,Information Technology
4805011847,80,4100,10M1,20250811,1020267,20,Legal
4805011848,30,3000,1031,20250327,1023378,23,Corporate Affairs
4805011849,60,2000,2100,20191125,1014489,14,SS Facility Mgt
4509005266,10,2000,1033,20190825,1032611,32,Supply Chain
4805011850,40,4100,1100,20250822,1009711,9,Executive Office
4805011851,70,3000,1100,20190715,1020822,20,Legal
4805011852,20,2000,3200,20220928,1017033,17,Technology & Innovation
4805011853,50,1000,2100,20241011,1032144,32,Supply Chain
4509005268,60,3000,1031,20170413,1012796,12,Information Technology
4805011854,30,3000,2100,20230802,1015366,15,EHSS
4805011855,60,2000,4100,20240612,1012477,12,Information Technology
4805011856,10,1000,1031,20260416,1027588,27,Manufacturing Support
4805011856,40,4100,1100,20220908,1017699,17,Technology & Innovation
4509005270,30,4100,1100,20190514,1020081,20,Legal
4805011858,20,2000,1031,20181024,1020206,32,Supply Chain
4805011859,50,1000,1033,20191009,1028132,28,SS Global Procurement
4805011859,80,4100,2100,20230826,1015243,15,EHSS
4805011860,30,3000,2100,20251213,1012354,12,Information Technology
4509005271,80,1000,10M1,20171117,1015266,15,EHSS
4805011862,10,1000,1033,20200503,1032576,32,Supply Chain
4805011862,40,4100,10M2,20211014,1035687,35,Sales & Marketing
4805011863,70,3000,10M1,20250923,1012798,12,Information Technology
4805011864,20,2000,4100,20260723,1020009,20,Legal
4509005273,50,2000,1031,20251019,1025451,25,Human Resources
4805011865,80,4100,1033,20241201,1027231,27,Manufacturing Support
4805011866,30,3000,1033,20230326,1015342,15,EHSS
4805011867,60,2000,10M1,20190121,1017453,17,Technology & Innovation
4805011868,10,1000,1000,20170101,1020564,20,Legal
4509005275,20,3000,3200,20260401,1023636,23,Corporate Affairs
4805011869,70,3000,1031,20210311,1032786,32,Supply Chain
4805011870,20,2000,4100,20181015,1028897,28,SS Global Procurement
4805011871,50,1000,4100,20220204,1028108,28,SS Global Procurement
4805011871,80,4100,4100,20190121,1012219,12,Information Technology
4509005276,70,4100,2100,20181001,1027821,27,Manufacturing Support
4805011873,60,2000,1033,20240510,1014441,14,SS Facility Mgt
4805011874,10,1000,4100,20200715,1025552,25,Human Resources
4805011874,40,4100,2100,20220520,1020663,20,Legal
4805011875,70,3000,2100,20180528,1027774,27,Manufacturing Support
4509005278,40,1000,1000,20260123,1027106,27,Manufacturing Support
4805011877,50,1000,10M1,20201107,1023096,23,Corporate Affairs
4805011877,80,4100,3200,20240822,1027207,27,Manufacturing Support
4805011878,30,3000,10M2,20190321,1027318,27,Manufacturing Support
4805011879,60,2000,3200,20171216,1025429,25,Human Resources
4509005280,10,2000,3200,20170418,1030291,30,Digitization
4805011880,40,4100,10M2,20210902,1023651,23,Corporate Affairs
4805011881,70,3000,3200,20250225,1009762,9,Executive Office
4805011882,20,2000,4100,20211110,1023873,23,Corporate Affairs
4805011883,50,1000,3200,20210109,1028084,28,SS Global Procurement
4509005281,60,3000,10M2,20200409,1028476,28,SS Global Procurement
4805011884,30,3000,1100,20250928,1030306,30,Digitization
4805011885,60,2000,2100,20250215,1027417,27,Manufacturing Support
4805011886,10,1000,1031,20180404,1028528,28,SS Global Procurement
4805011886,40,4100,10M2,20250804,1012639,12,Information Technology
4509005283,30,4100,10M1,20190526,1027661,27,Manufacturing Support
4805011888,20,2000,2100,20240724,1012861,12,Information Technology
4805011889,50,1000,1031,20240812,1032072,32,Supply Chain
4805011889,80,4100,1000,20210422,1023094,15,EHSS
4805011890,30,3000,4100,20260503,1028294,28,SS Global Procurement
4509005285,80,1000,1100,20210426,1023846,23,Corporate Affairs
4805011892,10,1000,3200,20200819,1028516,28,SS Global Procurement
4805011892,40,4100,1100,20180427,1027627,27,Manufacturing Support
4805011893,70,3000,1000,20180703,1015738,15,EHSS
4805011894,20,2000,1100,20200505,1028849,28,SS Global Procurement
4509005286,50,2000,1100,20210706,1012131,12,Information Technology
4805011895,80,4100,10M2,20171114,1028171,28,SS Global Procurement
4805011896,30,3000,3200,20210210,1012282,12,Information Technology
4805011897,60,2000,3200,20211201,1027393,27,Manufacturing Support
4805011898,10,1000,3200,20250504,1035504,35,Sales & Marketing
4509005288,20,3000,1100,20240312,1035316,35,Sales & Marketing
4805011899,70,3000,3200,20210914,1020726,20,Legal
4805011900,20,2000,1033,20220301,1009837,9,Executive Office
4805011901,50,1000,1100,20210602,1009048,9,Executive Office
4805011901,80,4100,10M1,20260323,1032159,32,Supply Chain
4509005290,70,4100,1100,20240801,1023501,23,Corporate Affairs
4805011903,60,2000,4100,20260305,1035381,35,Sales & Marketing
4805011904,10,1000,2100,20181109,1030492,30,Digitization
4805011904,40,4100,1033,20240410,1012603,12,Information Technology
4805011905,70,3000,10M1,20170504,1017714,17,Technology & Innovation
4509005291,40,1000,2100,20180622,1009686,9,Executive Office
4805011907,50,1000,10M2,20260822,1009036,9,Executive Office
4805011907,80,4100,10M2,20241202,1017147,17,Technology & Innovation
4805011908,30,3000,2100,20260925,1028258,28,SS Global Procurement
4805011909,60,2000,2100,20220920,1020369,20,Legal
4509005293,10,2000,1031,20211014,1014871,14,SS Facility Mgt
4805011910,40,4100,10M2,20210111,1009591,9,Executive Office
4805011911,70,3000,10M2,20260621,1014702,14,SS Facility Mgt
4805011912,20,2000,2100,20230504,1030813,30,Digitization
4805011913,50,1000,10M1,20200222,1012024,12,Information Technology
4509005295,60,3000,2100,20240910,1012156,12,Information Technology
4805011914,30,3000,4100,20230525,1027246,27,Manufacturing Support
4805011915,60,2000,1033,20200103,1030357,30,Digitization
4805011916,10,1000,1000,20181014,1025468,25,Human Resources
4805011916,40,4100,4100,20210112,1015579,15,EHSS
4509005296,30,4100,10M2,20190922,1028341,28,SS Global Procurement
4805011918,20,2000,10M2,20241212,1009801,9,Executive Office
4805011919,50,1000,2100,20240412,1028012,28,SS Global Procurement
4805011919,80,4100,3200,20210607,1017123,17,Technology & Innovation
4805011920,30,3000,10M2,20181206,1020234,20,Legal
4509005298,80,1000,1000,20190804,1020526,20,Legal
4805011922,10,1000,10M2,20190305,1032456,32,Supply Chain
4805011922,40,4100,3200,20260518,1035567,35,Sales & Marketing
4805011923,70,3000,1033,20171008,1030678,30,Digitization
4805011924,20,2000,4100,20220827,1027789,27,Manufacturing Support
4509005300,50,2000,1000,20241015,1025711,25,Human Resources
4805011925,80,4100,2100,20260206,1009111,9,Executive Office
4805011926,30,3000,1100,20180317,1015222,15,EHSS
4805011927,60,2000,4100,20231109,1030333,30,Digitization
4805011928,10,1000,10M2,20181119,1012444,12,Information Technology
4509005301,20,3000,10M1,20180409,1035896,35,Sales & Marketing
4805011929,70,3000,4100,20180708,1012666,12,Information Technology
4805011930,20,2000,1033,20190820,1017777,17,Technology & Innovation
4805011931,50,1000,1100,20180323,1035173,10,Finance
4805011931,80,4100,3200,20210524,1023099,23,Corporate Affairs
4509005303,70,4100,1100,20190121,1028181,28,SS Global Procurement
4805011933,60,2000,10M1,20220120,1010321,10,Finance
4805011934,10,1000,4100,20191108,1027432,27,Manufacturing Support
4805011934,40,4100,10M1,20250405,1014543,14,SS Facility Mgt
4805011935,70,3000,1033,20220409,1025654,25,Human Resources
4509005305,40,1000,10M1,20201005,1012366,12,Information Technology
4805011937,50,1000,1033,20240620,1035876,35,Sales & Marketing
4805011937,80,4100,3200,20200811,1012087,12,Information Technology
4805011938,30,3000,1033,20230510,1014198,14,SS Facility Mgt
4805011939,60,2000,4100,20180214,1010309,10,Finance
4509005306,10,2000,2100,20251121,1035551,35,Sales & Marketing
4805011940,40,4100,1031,20171226,1010531,10,Finance
4805011941,70,3000,10M2,20201104,1030642,30,Digitization
4805011942,20,2000,10M2,20250927,1009753,9,Executive Office
4805011943,50,1000,1100,20170902,1032864,32,Supply Chain
4509005308,60,3000,1033,20191207,1028736,28,SS Global Procurement
4805011944,30,3000,10M2,20230909,1025186,25,Human Resources
4805011945,60,2000,2100,20220422,1027297,27,Manufacturing Support
4805011946,10,1000,4100,20211209,1012408,12,Information Technology
4805011946,40,4100,1100,20261113,1028519,28,SS Global Procurement
4509005310,30,4100,10M2,20191101,1028021,28,SS Global Procurement
4805011948,20,2000,2100,20240913,1017741,17,Technology & Innovation
4805011949,50,1000,1031,20261214,1020852,20,Legal
4805011949,80,4100,2100,20260801,1015063,15,EHSS
4805011950,30,3000,3200,20260123,1035174,35,Sales & Marketing
4509005311,80,1000,10M1,20181207,1030206,30,Digitization
4805011952,10,1000,10M1,20250114,1009465,27,Manufacturing Support
4805011952,40,4100,1033,20250312,1025507,25,Human Resources
4805011953,70,3000,2100,20210304,1027618,27,Manufacturing Support
4805011954,20,2000,4100,20260723,1012729,12,Information Technology
4509005313,50,2000,1031,20230725,1025391,25,Human Resources
4805011955,80,4100,1100,20191028,1030051,30,Digitization
4805011956,30,3000,2100,20191203,1012162,12,Information Technology
4805011957,60,2000,1033,20190827,1025273,25,Human Resources
4805011958,10,1000,1031,20191003,1012384,12,Information Technology
4509005315,20,3000,1000,20210527,1015576,15,EHSS
4805011959,70,3000,1100,20191012,1028606,28,SS Global Procurement
4805011960,20,2000,10M2,20210928,1023717,23,Corporate Affairs
4805011961,50,1000,1031,20201111,1015828,15,EHSS
4805011961,80,4100,1033,20260502,1014039,14,SS Facility Mgt
4509005316,70,4100,2100,20200825,1010761,10,Finance
4805011963,60,2000,1000,20190115,1027261,27,Manufacturing Support
4805011964,10,1000,1031,20190826,1025372,25,Human Resources
4805011964,40,4100,10M1,20260723,1025483,25,Human Resources
4805011965,70,3000,1000,20261007,1017594,17,Technology & Innovation
4509005318,40,1000,1100,20250718,1035046,35,Sales & Marketing
4805011967,50,1000,4100,20170519,1030816,30,Digitization
4805011967,80,4100,3200,20230316,1017027,17,Technology & Innovation
4805011968,30,3000,1000,20180722,1030138,30,Digitization
4805011969,60,2000,4100,20261103,1027249,27,Manufacturing Support
4509005320,10,2000,4100,20240309,1028231,28,SS Global Procurement
4805011970,40,4100,1031,20230513,1012471,12,Information Technology
4805011971,70,3000,1033,20250106,1028582,28,SS Global Procurement
4805011972,20,2000,1000,20260304,1028693,28,SS Global Procurement
4805011973,50,1000,2100,20260310,1027804,27,Manufacturing Support
4509005321,60,3000,1033,20210726,1032416,32,Supply Chain
4805011974,30,3000,1033,20220107,1020126,20,Legal
4805011975,60,2000,4100,20210415,1014237,14,SS Facility Mgt
4805011976,10,1000,1000,20191209,1010348,10,Finance
4805011976,40,4100,2100,20190108,1023459,23,Corporate Affairs
4509005323,30,4100,1100,20171016,1012601,12,Information Technology
4805011978,20,2000,3200,20210825,1030681,30,Digitization
4805011979,50,1000,3200,20181010,1012792,12,Information Technology
4805011979,80,4100,1100,20210424,1030003,30,Digitization
4805011980,30,3000,1100,20240326,1014114,14,SS Facility Mgt
4509005325,80,1000,10M2,20181116,1017786,17,Technology & Innovation
4805011982,10,1000,1100,20220109,1015336,15,EHSS
4805011982,40,4100,2100,20200322,1027447,27,Manufacturing Support
4805011983,70,3000,1033,20190304,1025558,25,Human Resources
4805011984,20,2000,1031,20230627,1030669,30,Digitization
4509005326,50,2000,1100,20190117,1027071,27,Manufacturing Support
4805011985,80,4100,10M1,20180613,1028891,28,SS Global Procurement
4805011986,30,3000,4100,20230502,1028102,28,SS Global Procurement
4805011987,60,2000,1100,20251124,1012213,12,Information Technology
4805011988,10,1000,1031,20251105,1020324,20,Legal
4509005328,20,3000,10M2,20220325,1015256,15,EHSS
4805011989,70,3000,10M2,20260202,1017546,17,Technology & Innovation
4805011990,20,2000,1100,20220918,1025657,25,Human Resources
4805011991,50,1000,1033,20180702,1012768,12,Information Technology
4805011991,80,4100,1100,20240204,1025879,25,Human Resources
4509005330,70,4100,3200,20170219,1017441,17,Technology & Innovation
4805011993,60,2000,1033,20190223,1025201,25,Human Resources
4805011994,10,1000,4100,20170412,1014312,14,SS Facility Mgt
4805011994,40,4100,4100,20250903,1028423,28,SS Global Procurement
4805011995,70,3000,1000,20220922,1012534,12,Information Technology
4509005331,40,1000,2100,20170811,1017626,17,Technology & Innovation
4805011997,50,1000,3200,20230802,1017756,17,Technology & Innovation
4805011997,80,4100,1000,20170507,1028867,28,SS Global Procurement
4805011998,30,3000,10M2,20190517,1030078,30,Digitization
4805011999,60,2000,10M1,20240913,1012189,12,Information Technology
4509005333,10,2000,1033,20230414,1020811,20,Legal
4805012000,40,4100,10M2,20201217,1010411,10,Finance
4805012001,70,3000,10M1,20210212,1017522,17,Technology & Innovation
4805012002,20,2000,1100,20190127,1027633,27,Manufacturing Support
4805012003,50,1000,1100,20240102,1012744,12,Information Technology
4509005335,60,3000,1100,20230510,1032096,32,Supply Chain
4805012004,30,3000,1031,20260821,1030066,30,Digitization
4805012005,60,2000,10M1,20220614,1012177,12,Information Technology
4805012006,10,1000,1100,20191128,1010288,10,Finance
4805012006,40,4100,10M2,20191111,1010399,10,Finance
4509005336,30,4100,10M2,20230726,1023281,23,Corporate Affairs
4805012008,20,2000,3200,20240202,1020621,20,Legal
4805012009,50,1000,1031,20251120,1020732,20,Legal
4805012009,80,4100,2100,20250810,1009843,9,Executive Office
4805012010,30,3000,1000,20250509,1028054,28,SS Global Procurement
4509005338,80,1000,2100,20230113,1028466,28,SS Global Procurement
4805012012,10,1000,1000,20171106,1012276,12,Information Technology
4805012012,40,4100,1000,20190113,1030387,30,Digitization
4805012013,70,3000,1031,20180708,1009498,9,Executive Office
4805012014,20,2000,10M2,20261112,1020836,14,SS Facility Mgt
4509005340,50,2000,1000,20250901,1014651,14,SS Facility Mgt
4805012015,80,4100,1033,20250719,1012831,12,Information Technology
4805012016,30,3000,3200,20180614,1017042,17,Technology & Innovation
4805012017,60,2000,10M2,20181002,1030153,30,Digitization
4805012018,10,1000,3200,20221214,1025264,25,Human Resources
4509005341,20,3000,3200,20260416,1012836,12,Information Technology
4805012019,70,3000,1100,20250517,1014486,14,SS Facility Mgt
4805012020,20,2000,1033,20250927,1012597,12,Information Technology
4805012021,50,1000,1033,20251124,1015708,15,EHSS
4805012021,80,4100,10M2,20230216,1027819,27,Manufacturing Support
4509005343,70,4100,3200,20250903,1030121,30,Digitization
4805012023,60,2000,1031,20220325,1028141,28,SS Global Procurement
